Downloaded for distribution	Checked by QA	yes/no	yes/no	yes/no	#	R2RS, R2RN, Polanui, Olowalu	LLHS	initials	initials	initials	RCB	RCB031717	2062	Canoe Beach	03/17/17	12:00											deg C	ppt	mg/L	%							MPN	0, 1, 2, 3, 4	0-8	0-5	0, 1, 5, 10, 20+	0, 1, 5, 10, 20+	0, 1, 5, 10, 20+					
yes	yes	yes	no	no	122	Makena/Wailea	NMS	YMS_DC	BS_JD	PR	WUL	WUL241113		Ulua Beach	2024-11-13	7:50	4	2	8	4	10					WUL241113	25.9	36.2	6.37	95.0	8.08	1.45	1.84	1.64	1.64	0.119				N	0	7	0	30% cloud cover, low wind, low tide, 2nd salinity reading 36.2, 2nd pH reading 8.08				
yes	yes	yes	no	no	122	Makena/Wailea	NMS	YMS_DC	BS_JD	PR	WPL	WPL241113		Palau'ea Beach	2024-11-13	8:17	4	2	8	4	10					WPL241113	26.0	36.9	6.59	98.8	8.15	0.70	0.72	0.84	0.75	0.101				N	0	4	0	30% cloud cover, moderate wind, choppy seas				
yes	yes	yes	no	no	122	Makena/Wailea	NMS	YMS_DC	BS_JD	PR	MMB	MMB241113		S Maluaka Beach	2024-11-13	8:40	4	2	8	4	10					MMB241113	26.0	36.8	6.47	97.1	8.15	0.79	0.65	0.74	0.73	0.098				N	2	8	0	40% cloud cover, moderate wind, outrigger canoe passed 100ft of collection site, 4th NTU reading 0.74				
yes	yes	yes	no	no	122	Makena/Wailea	NMS	YMS_DC	BS_JD	PR	MAN	MAN241113		Ahihi North	2024-11-13	9:02	4	2	8	4	10					MAN241113	25.9	35.9	7.35	109.3	8.07	1.07	1.15	1.12	1.11	0.036				N	1	8	0	50% cloud cover, calm sea, no wind , 4th NTU 1.07				
yes	yes	yes	no	no	122	Makena/Wailea	NMS	YMS_DC	BS_JD	PR	MAS	MAS241113		Ahihi South	2024-11-13	9:18	4	2	8	4	10					MAS241113	26.2	36.5	6.70	100.9	8.16	0.73	0.70	0.63	0.69	0.075				N	6	2	0	40% cloud cover, light sprinkles (rain), moderate wind, clam seas. visible south to north current. Rain stopped during collection.				
yes	yes	yes	no	no	123	Makena/Wailea	NMS	CK	JD	DC_PR	WKB	WKB241204		Keawakapu S	2024-12-04	8:00	3	2	5	3	11					WKB241204	25.7	37.1	6.66	99.3	8.20	1.01	0.98	0.93	0.97	0.042				N	2	10	0	No wind. Cloudless sky. Sunny. 1-2ft shorebreak. Sand in all samples. 2nd salinity probe temperautre reading = 25.7. 				
yes	yes	yes	no	no	123	Makena/Wailea	NMS	CK	JD	DC_PR	WUL	WUL241204		Ulua Beach	2024-12-04	8:25	3	2	5	3	11					WUL241204	26.2	37.3	6.66	100.3	8.19	0.92	0.74	0.80	0.82	0.112				N	4	9	0	No wind. Cloudless sky. 1-2ft shorebreak. Sunny, hot. Sand in all samples. 4th turbidity reading = 0.92. 5th turbidity reading = 0.80.				
yes	yes	yes	no	no	123	Makena/Wailea	NMS	CK	JD	DC_PR	WPL	WPL241204		Palau'ea Beach	2024-12-04	8:43	3	2	5	3	11					WPL241204	26.1	37.4	6.67	100.4	8.16	2.04	2.09	2.23	2.12	0.046				N	0	0	0	No wind. Clear sky. 2-3ft shorebreak. Sunny, hot. Sand in all samples. Sand in turbidity vial. 4th turbidity reading = 2.04. 5th turbidity reading = 2.09. 6th turbidity reading = 2.23. 				
yes	yes	yes	no	no	123	Makena/Wailea	NMS	CK	JD	DC_PR	MMB	MMB241204		S Maluaka Beach	2024-12-04	9:04	3	2	5	3	11					MMB241204	26.1	37.3	6.65	100.4	8.13	2.27	2.25	2.21	2.24	0.014				N	3	6	0	Clear skies. Low breeze. 3-4ft shorebreak. Sunny. Sand in all samples. 4th turbidity reading = 1.86. 5th turbidity reading = 2.27. 6th turbidity reading = 2.21.				
yes	yes	yes	no	no	123	Makena/Wailea	NMS	CK	JD	DC_PR	MAN	MAN241204		Ahihi North	2024-12-04	9:25	3	2	5	3	11					MAN241204	26.0	37.1	7.05	106.0	8.10	2.01	1.88	2.03	1.97	0.041				N	3	2	0	Light clouds. 1ft shorebreak. Yellow tangs visible in shallows. Sunny. 20% cloud cover. 				
yes	yes	yes	no	no	123	Makena/Wailea	NMS	CK	JD	DC_PR	MAS	MAS241204		Ahihi South	2024-12-04	9:43	3	2	5	3	11					MAS241204	26.4	37.1	6.52	98.9	8.12	2.25	2.39	2.42	2.35	0.039				N	1	3	0	20% cloud cover. Low wind. Sunny, hot. Murky water. 4th turbidity reading = 2.25. 				
yes	yes	yes	no	no	124	Makena/Wailea	NMS	CK	DC	PR_CR	WKB	WKB250103		Keawakapu S	2025-01-03	7:50	4	2	8	4	10					WKB250103	24.7	36.2	6.72	98.0	8.14	0.93	0.89	0.90	0.91	0.023				N	3	20	0	Sunny. Big group family photo on beach. Glassy water. No wind. Clear water. Lots of recreation activity: paddlers, swimmers, etc. 4th turbidity reading = 0.89.				
yes	yes	yes	no	no	124	Makena/Wailea	NMS	CK	DC	PR_CR	WUL	WUL250103		Ulua Beach	2025-01-03	8:10	4	2	8	4	10					WUL250103	24.6	36.3			8.13	1.36	1.16	1.21	1.24	0.084				N	8	5	0	DO values QA'ed out (probe malfunction). High tide. Calm water. Sunny. Clear water. Glassy. Kids playing down the beach. 				
yes	yes	yes	no	no	124	Makena/Wailea	NMS	CK	DC	PR_CR	WPL	WPL250103		Palau'ea Beach	2025-01-03	8:30	4	2	8	4	10					WPL250103	24.7	36.1	6.81	99.5	8.13	1.04	0.98	0.95	0.99	0.046				N	0	0	0	Clear water. Sunny. No wind. 1ft shorebreak. Glassy.				
yes	yes	yes	no	no	124	Makena/Wailea	NMS	CK	DC	PR_CR	MMB	MMB250103		S Maluaka Beach	2025-01-03	8:50	4	2	8	4	10					MMB250103	24.9	36.3	6.74	99.3	8.15	0.95	1.01	0.91	0.96	0.053				N	3	4	0	Dog just walked down the beach. 3 snorkelers entering the water at sample site. Sunny, hot. No wind to light breeze. Glassy. Clear water. 1ft shorebreak. 4th turbidity reading = 1.01.				
yes	yes	yes	no	no	124	Makena/Wailea	NMS	CK	DC	PR_CR	MAN	MAN250103		Ahihi North	2025-01-03	9:12	4	2	8	4	10					MAN250103	24.9	36.1	6.84	100.5	8.06	1.15	1.21	1.05	1.14	0.071				N	0	4	0	Clear water. Sunny. No wind. Calm water. 1ft shorebreak. 				
yes	yes	yes	no	no	124	Makena/Wailea	NMS	CK	DC	PR_CR	MAS	MAS250103		Ahihi South	2025-01-03	9:28	4	2	8	4	10					MAS250103	25.0	36.2	6.69	98.6	8.10	1.17	1.09	1.24	1.17	0.064				N	0	10	0	Snorkelers out further. Clear water. 1ft shorebreak. 2ft waves at surf break. Sunny. Breezy. 4th turbidity reading = 1.56. 5th turbidity reading = 1.09. 				
yes	yes	yes	no	no	125	Makena/Wailea	NMS	CK_DG	DC_PR	JD_SR	WKB	WKB250122		Keawakapu S	2025-01-22	7:48	3	5	5	3	11					WKB250122	24.3	36.7	6.65	97.0	8.09	0.57	0.61	0.64	0.61	0.058				N	1	4	0	no wind, partly cloudy, clear water, dog on beach, no swell, calm water				
yes	yes	yes	no	no	125	Makena/Wailea	NMS	CK_DG	DC_PR	JD_SR	WUL	WUL250122		Ulua Beach	2025-01-22	8:10	3	5	5	3	11					WUL250122	24.5	36.7	6.78	99.1	8.13	1.89	1.94	1.81	1.88	0.035				N	2	5	0	cloudy, calm, no wind, 4th NTU=1.89				
yes	yes	yes	no	no	125	Makena/Wailea	NMS	CK_DG	DC_PR	JD_SR	WPL	WPL250122		Palau'ea Beach	2025-01-22	8:30	3	5	5	3	11					WPL250122	25.0	36.9	6.69	99.0	8.13	0.77	0.68	0.70	0.72	0.066				N	0	6	0	cloudy, no wind, calm water, multimeter had trouble turning on				
yes	yes	yes	no	no	125	Makena/Wailea	NMS	CK_DG	DC_PR	JD_SR	MMB	MMB250122		S Maluaka Beach	2025-01-22	8:56	3	5	5	3	11					MMB250122	24.8	36.4	6.71	98.8	8.14	0.72	0.70	0.79	0.74	0.064				N	2	9	0	cloudy, no wind, 1 ft shorebreak, 4th NTU = 0.70, 5th NTU = 1.07, 6th NTU = 0.79				
yes	yes	yes	no	no	125	Makena/Wailea	NMS	CK_DG	DC_PR	JD_SR	MAN	MAN250122		Ahihi North	2025-01-22	9:19	3	5	5	3	11					MAN250122	24.8	36.4	6.82	100.4		1.24	1.28	1.16	1.23	0.050				N	3	0	0	cloudy, no wind, calm sea, 4th NTU = 1.28, 2nd pH = 8.06, unplugged & replugged to other port, 3rd pH = 8.05, 4th pH = 8.05				
yes	yes	yes	no	no	125	Makena/Wailea	NMS	CK_DG	DC_PR	JD_SR	MAS	MAS250122		Ahihi South	2025-01-22	9:40	3	5	5	3	11					MAS250122	25.4	36.8	6.63	99.0	8.11	0.77	0.72	0.81	0.77	0.059				N	3	7	0	cloudy, light breeze, moderate waves, small shorebreak				
yes	yes	yes	no	no	126	Makena/Wailea	NMS	DG_LY	JD	PR	WKB	WKB250212		Keawakapu S	2025-02-12	7:55	4	2	8	4	10					WKB250212	24.6	36.3	6.88	100.2	8.09	0.94	0.97	0.87	0.93	0.055				N	2	19	0	light clouds, no wind, turbidity #4=0.87, #5 0.94, 1-2ft shorebreak				
yes	yes	yes	no	no	126	Makena/Wailea	NMS	DG_LY	JD	PR	WUL	WUL250212		Ulua Beach	2025-02-12	8:20	4	2	8	4	10					WUL250212	24.9	36.3	6.88	100.7	8.10	2.09	2.90	2.83	2.61	0.172				N	6	10	0	no wind, light clouds, 1-2ft shorebreak				
yes	yes	yes	no	no	126	Makena/Wailea	NMS	DG_LY	JD	PR	WPL	WPL250212		Palau'ea Beach	2025-02-12	8:50	4	2	8	4	10					WPL250212	25.1	36.3	7.29	107.3	8.11	1.50	1.74	1.51	1.58	0.086				N	0	1	0	4-5ft shorebreak, light clouds, no wind, sand appears stirred up 20 feet offshore, sand in turbidity sample and nutrient, 4th turb=1.50				
yes	yes	yes	no	no	126	Makena/Wailea	NMS	DG_LY	JD	PR	MMB	MMB250212		S Maluaka Beach	2025-02-12	9:15	4	2	8	4	10					MMB250212	25.1	36.3	6.82	100.8	8.06	1.38	1.46	1.58	1.47	0.068				N	3	7	0	no wind, light clouds, 1-2ft shorebreak				
yes	yes	yes	no	no	126	Makena/Wailea	NMS	DG_LY	JD	PR	MAN	MAN250212		Ahihi North	2025-02-12	9:44	4	2	8	4	10					MAN250212	25.3	36.2	7.08	104.6	8.07	2.83	3.13	2.96	2.97	0.051				N	0	5	0	no wind, partly cloudy, 1ft shorebreak, continues erosion of road 20 feet from sample site, 4th NTU=2.83, 5th NTU=3.13				
yes	yes	yes	no	no	126	Makena/Wailea	NMS	DG_LY	JD	PR	MAS	MAS250212		Ahihi South	2025-02-12	10:07	4	2	8	4	10					MAS250212	25.2	35.1	6.75	99.3	8.07	3.63	3.39	3.66	3.56	0.042				N	14	11	0	2-3ft shorebreak, surgey, lots of people in water at sampling in surge zone getting in and out of water, looks murky, light breeze, partly cloudy, 4th NTU=3.63, 5th NTU=3.66, algae floaters in turb vial				
yes	yes	yes	no	no	127	Makena/Wailea	NMS	DC_JD	PR	LY	WKB	WKB250305		Keawakapu S	2025-03-05	8:01	3	5	9	3	11					WKB250305	24.9	36.6	6.77	99.1	8.11	0.82	1.06	1.02	0.97	0.133				N	1	10	0	ocean calm. 1ft shorebreak. clear sky. no wind. 4th turbidity= 0.71. 5th turbidity = 1.02. New DO = 24.5 degrees C and 6.77 mg/L and 99.1% (read twice)				
yes	yes	yes	no	no	127	Makena/Wailea	NMS	DC_JD	PR		WUL	WUL250305		Ulua Beach	2025-03-05	8:30	3	5	9	3	11					WUL250305	24.9	36.2	6.82	99.5	8.09	2.78	3.47	2.80	3.02	0.130				N	7	19	0	calm ocean, 2ft shorebreak, clear sky, no wind, 4th turbidity= 5.19. 5th turbidity= 3.59				
yes	yes	yes	no	no	127	Makena/Wailea	NMS	DC_JD	PR		WPL	WPL250305		Palau'ea Beach	2025-03-05	8:48	3	5	9	3	11					WPL250305	25.4	36.7	6.77	100.0	8.14	0.92	0.88	0.94	0.91	0.033				N	1	5	0	clear sky, no wind, calm sea, 1-2ft shorebreak				
yes	yes	yes	no	no	127	Makena/Wailea	NMS	DC_JD	PR		MMB	MMB250305		S Maluaka Beach	2025-03-05	9:11	3	5	9	3	11					MMB250305	25.3	36.5	6.80	100.4	8.13	1.33	1.39	1.44	1.39	0.040				N	6	10	0	clear sky, no wind, light waves, 2ft shorebreak.				
yes	yes	yes	no	no	127	Makena/Wailea	NMS	DC_JD	PR		MAN	MAN250305		Ahihi North	2025-03-05	9:34	3	5	9	3	11					MAN250305	25.1	36.6	7.41	109.4	8.12	2.23	2.17	1.93	2.11	0.075				N	0	0	0	moderate wave action. moderate wind. clear sky. 				
yes	yes	yes	no	no	127	Makena/Wailea	NMS	DC_JD	PR		MAS	MAS250305		Ahihi South	2025-03-05	9:50	3	5	9	3	11					MAS250305	25.5	36.7	6.87	101.8	8.11	0.69	0.90	0.90	0.83	0.146				N	4	16	0	low wind. occasional gusts. clear sky. calm water. 				
yes	yes	yes	no	no	128	Makena/Wailea	NMS	DG_DC	JD	PR	WKB	WKB250326		Keawakapu S	2025-03-26	7:55	4	2	8	4	10					WKB250326	24.9	36.0	6.88	101.0	8.11	2.01	2.10	2.10	2.07	0.025				N	0	8	0	no wind, sunny, 2-3ft shorebreak, falling low tide, 4th turb=1.69, 5th turb=2.01				
yes	yes	yes	no	no	128	Makena/Wailea	NMS	DG_DC	JD	PR	WUL	WUL250326		Ulua Beach	2025-03-26	8:20	4	2	8	4	10					WUL250326	24.9	35.6	6.99	102.4	8.10	1.91	1.98	1.82	1.90	0.042				N	1	16	0	no wind, sunny, 2-4ft shorebreak, low tide, sand in turb vial, 4th turb=2.70, 5th turb=1.98, 6th turb=1.82				
yes	yes	yes	no	no	128	Makena/Wailea	NMS	DG_DC	JD	PR	WPL	WPL250326		Palau'ea Beach	2025-03-26	8:37	4	2	8	4	10					WPL250326	25.3	36.0	6.95	103.1	8.11	1.61	1.79	1.73	1.71	0.054				N	0	6	0	light breeze, 3-4ft shorebreak, sunny, low tide, sand in turb vial, 4th turb=1.73, 5th turb=2.42, 6th turb=1.61				
yes	yes	yes	no	no	128	Makena/Wailea	NMS	DG_DC	JD	PR	MMB	MMB250326		S Maluaka Beach	2025-03-26	9:01	4	2	8	4	10					MMB250326	25.1	35.1	6.94	102.1	8.12	2.02	2.04	2.16	2.07	0.037				N	7	26	0	light breeze, 3ft shorebreak, sunny, very low tide, lots of people on beach, 4th turb=2.82, 5th turb=2.02, 6th turb=1.47, 7th turb=2.04				
yes	yes	yes	no	no	128	Makena/Wailea	NMS	DG_DC	JD	PR	MAN	MAN250326		Ahihi North	2025-03-26	9:26	4	2	8	4	10					MAN250326	25.0	35.5	7.54	110.7	8.09	1.82	1.92	2.06	1.93	0.062				N	1	5	0	light breeze from the south, 1ft shorebreak, sunny, very low tide, 4th turb=1.82, 2nd reading DO confirmed				
yes	yes	yes	no	no	128	Makena/Wailea	NMS	DG_DC	JD	PR	MAS	MAS250326		Ahihi South	2025-03-26	9:44	4	2	8	4	10					MAS250326	25.5	34.5	6.84	100.8	8.01	1.97	2.01	2.07	2.02	0.025				N	5	10	0	light breeze from the south, 1ft shorebreak, sunny, very low tide, beach is steep evidence of wave action pushing rocks/pebbles up on beach, rockshelf at entry exposed, 4th turb=2.59, 5th turb=2.01				
yes	yes	yes	no	no	129	Makena/Wailea	NMS	DG_DC	JD	MM	WKB	WKB250416		Keawakapu S	2025-04-16	7:55	3	5	9	3	11					WKB250416	25.2	36.4	6.73	99.6	8.06	0.66	0.80	0.67	0.71	0.110				N	0	7	0	turb pre-sample vial inverted by accident, second reading= 0.05, pre-sample low turb reading high, sunny light wind, 1 ft shorebreak, 4th NTU=0.80, low tide				
yes	yes	yes	no	no	129	Makena/Wailea	NMS	DG_DC	JD	MM	WUL	WUL250416		Ulua Beach	2025-04-16	8:19	3	5	9	3	11					WUL250416	25.4	36.2	6.43	95.5	8.05	3.68	3.79	3.69	3.72	0.016				N	6	13	0	partly sunny, no wind, <1 ft shorebreak, 4th turb 3.69, 5th turb= 5.53, 6th turb=3.68				
yes	yes	yes	no	no	129	Makena/Wailea	NMS	DG_DC	JD	MM	WPL	WPL250416		Palau'ea Beach	2025-04-16	8:40	3	5	9	3	11					WPL250416	26.0	36.3	6.57	98.8	8.10	1.32	1.19	1.36	1.29	0.069				N	0	2	0	1-2ft shorebreak, sunny, light wind, low tide				
yes	yes	yes	no	no	129	Makena/Wailea	NMS	DG_DC	JD	MM	MMB	MMB250416		S Maluaka Beach	2025-04-16	9:04	3	5	9	3	11					MMB250416	25.6	35.9	6.57	98.3	8.12	0.54	0.57	0.54	0.55	0.031				N	7	15	0	<1 ft shorebreak, sunny, light onshore wind, low tide, looks clear				
yes	yes	yes	no	no	129	Makena/Wailea	NMS	DG_DC	JD	MM	MAN	MAN250416		Ahihi North	2025-04-16	9:29	3	5	9	3	11					MAN250416	25.9	35.9	7.93	118.8	8.12	1.59	1.61	1.73	1.64	0.046				N	10	5	0	calm, sunny, no wind, kids playing in water where sample collected, low tide				
yes	yes	yes	no	no	129	Makena/Wailea	NMS	DG_DC	JD	MM	MAS	MAS250416		Ahihi South	2025-04-16	9:48	3	5	9	3	11					MAS250416	25.6	36.1	6.29	94.0	8.04	1.34	1.25	1.54	1.38	0.108				N	4	12	0	sunny, light wind, clear, <1ft shorebreak, low tide				
yes	yes	yes	no	no	130	Makena/Wailea	NMS	DG	DC	PR	WKB	WKB250507		Keawakapu S	2025-05-07	8:00	4	2	8	4	10					WKB250507	25.8	36.1	6.68	99.6	8.09	1.23	1.09	1.16	1.16	0.060				N	5	17	0	low tide 7:14am, 1ft shorebreak, no wind, sunny, clear, 4th NTU=1.23				
yes	yes	yes	no	no	130	Makena/Wailea	NMS	DG	DC	PR	WUL	WUL250507		Ulua Beach	2025-05-07	8:20	4	2	8	4	10					WUL250507	26.1	35.3	6.63	98.9	8.08	8.14	10.20	9.19	9.18	0.112				N	6	16	0	1ft shorebreak, light onshore wind, sunny, 4th turb= 6.47, 5th turb=9.19				
yes	yes	yes	no	no	130	Makena/Wailea	NMS	DG	DC	PR	WPL	WPL250507		Palau'ea Beach	2025-05-07	8:38	4	2	8	4	10					WPL250507	26.1	35.9	6.72	100.5	8.15	1.06	1.00	1.14	1.07	0.066				N	2	3	0	<1ft shorebreak, very sandy first 10ft, beyond looks clear, no wind, 4th turb=1.49, 5th turb=1.75, 6th turb=1.06				
yes	yes	yes	no	no	130	Makena/Wailea	NMS	DG	DC	PR	MMB	MMB250507		S Maluaka Beach	2025-05-07	9:00	4	2	8	4	10					MMB250507	26.3	35.5	6.61	99.2	8.12	0.72	0.85	0.82	0.80	0.085				N	8	30	0	1ft shorebreak, sunny, light onshore, clear water, 4th turb=1.29, 5th turb= 0.85				
yes	yes	yes	no	no	130	Makena/Wailea	NMS	DG	DC	PR	MAN	MAN250507		Ahihi North	2025-05-07	9:19	4	2	8	4	10					MAN250507	26.2	35.8	7.72	115.6	8.14	1.74	1.61	1.36	1.57	0.123				N	0	1	0	light wind, partly cloudy, clear water, 4th turb=1.74, 5th turb= 1.36				
yes	yes	yes	no	no	130	Makena/Wailea	NMS	DG	DC	PR	MAS	MAS250507		Ahihi South	2025-05-07	9:41	4	2	8	4	10					MAS250507	26.1	35.7	6.94	103.8	8.09	1.26	1.27	1.36	1.30	0.042				N	9	5	0	partly cloudy, light wind, no waves				
yes	yes	yes	no	no	131	Makena/Wailea	NMS	LY	DC	MM_JD	WKB	WKB250528		Keawakapu S	2025-05-28	7:55	3	5	9	3	11					WKB250528	25.7	36.4	6.73	100.5	8.12	0.59	0.49	0.61	0.56	0.114				N	2	11	0	high tide @ 4:37am 0.4ft and low tide@ 9:51am -0.4ft, 80% cloud cover, low wind, low surf, very clear water appearance, 4th turb=0.93, 5th=0.59				
yes	yes	yes	no	no	131	Makena/Wailea	NMS	LY	DC	MM_JD	WUL	WUL250528		Ulua Beach	2025-05-28	8:20	3	5	9	3	11					WUL250528	26.1	35.7	6.79	101.6	8.04	3.01	3.21	3.12	3.11	0.032				N	6	12	0	90% cloud cover, low wind, low surf				
yes	yes	yes	no	no	131	Makena/Wailea	NMS	LY	DC	MM_JD	WPL	WPL250528		Palau'ea Beach	2025-05-28	8:46	3	5	9	3	11					WPL250528	26.4	36.1	6.83	103.1	8.10	1.38	1.74	1.84	1.65	0.146				N	0	1	0	80% cloud cover, brown surf to 20ft out, approx 2ft surf, 4th turb=1.74				
yes	yes	yes	no	no	131	Makena/Wailea	NMS	LY	DC	MM_JD	MMB	MMB250528		S Maluaka Beach	2025-05-28	9:13	3	5	9	3	11					MMB250528	26.2	36.1	6.78	101.8	8.15	0.46	0.55	0.64	0.55	0.164				N	15	5	0	light wind, 1-2ft surf, 80% cloud cover				
yes	yes	yes	no	no	131	Makena/Wailea	NMS	LY	DC	MM_JD	MAN	MAN250528		Ahihi North	2025-05-28	9:45	3	5	9	3	11					MAN250528	26.1	36.5	7.74	116.5	8.14	2.74	2.66	2.63	2.68	0.021				N	4	4	0	90% cloud cover, low surf, no wind, low tide				
yes	yes	yes	no	no	131	Makena/Wailea	NMS	LY	DC	MM_JD	MAS	MAS250528		Ahihi South	2025-05-28	10:09	3	5	9	3	11					MAS250528	26.1	36.3	6.94	104.2	8.08	4.48	4.86	4.78	4.71	0.043				N	8	5	0	80% cloud cover, low tide, light breeze, 4th tub=4.86, 5th turb=4.78				
yes	yes	yes	no	no	132	Makena/Wailea	NMS	DG	DC_PR	JD_BM	WKB	WKB250618		Keawakapu S	2025-06-18	7:56	4	2	8	4	10					WKB250618	26.5	36.6	6.72	101.5	8.11	1.01	0.95	0.90	0.95	0.058				N	4	9	0	light cloud cover, low surf, two fisherman shore casting, 2 ft swell (1-3ft), 4th turb= 1.01				
yes	yes	yes	no	no	132	Makena/Wailea	NMS	DG	DC_PR	JD_BM	WUL	WUL250618		Ulua Beach	2025-06-18	8:14	4	2	8	4	10					WUL250618	26.4	36.4	6.73	101.8	8.10	1.06	1.16	1.10	1.11	0.045				N	17	22	0	light clouds, clear, light shore break				
yes	yes	yes	no	no	132	Makena/Wailea	NMS	DG	DC_PR	JD_BM	WPL	WPL250618		Palau'ea Beach	2025-06-18	8:32	4	2	8	4	10					WPL250618	26.8	36.5	6.70	102.1	8.13	1.82	1.57	1.49	1.63	0.106				N	0	5	0	light clouds, no wind, 2-3ft swell, 4th turbidity=1.57, 5th turb=2.89, 6th turb=3.38, little floaters in turb sample				
yes	yes	yes	no	no	132	Makena/Wailea	NMS	DG	DC_PR	JD_BM	MMB	MMB250618		S Maluaka Beach	2025-06-18	8:54	4	2	8	4	10					MMB250618	26.9	36.2	6.61	100.6	8.13	2.20	2.25	2.27	2.24	0.016				N	0	16	0	light clouds, slight breeze, 2-3ft waves 4th turbidity=2.27				
yes	yes	yes	no	no	132	Makena/Wailea	NMS	DG	DC_PR	JD_BM	MAN	MAN250618		Ahihi North	2025-06-18	9:19	4	2	8	4	10					MAN250618	26.4	36.7	6.92	104.7	8.10	1.38	1.21	1.49	1.36	0.104				N	0	0	0	water a bit rough and choppy, cloudy, 4th turb=1.38, 5th turb=1.08, 6th turb=1.21				
yes	yes	yes	no	no	132	Makena/Wailea	NMS	DG	DC_PR	JD_BM	MAS	MAS250618		Ahihi South	2025-06-18	9:37	4	2	8	4	10					MAS250618	26.2	36.5	6.64	100.4	8.07	1.16	1.12	1.10	1.13	0.027				N	4	6	0	60% cloud cover, light breeze, choppy surf				
	yes	yes	no	no	133	Makena/Wailea	NMS	DG	DC_PR	JD	WKB	WKB250709		Keawakapu S	2025-07-09	7:55	3	5	11	3	9					WKB250709	26.6	36.4	6.59	99.8	8.10	0.77	0.89	0.87	0.84	0.076				N	2	3	0	no wind, clam sea, 20% cloud cover, 4th NTU = 1.12, 5th = 0.77				
	yes	yes	no	no	133	Makena/Wailea	NMS	DG	DC_PR	JD	WUL	WUL250709		Ulua Beach	2025-07-09	8:13	3	5	11	3	9					WUL250709	26.5	35.6	6.42	96.5	8.06	8.79	7.54	7.95	8.09	0.079				N	2	24	0	no wind, sunny, looks clear, 4th NTU= 7.54, 5th=3.60, 6th=5.87, 7th= 10.3, 8th=8.79, sand in vial				
	yes	yes	no	no	133	Makena/Wailea	NMS	DG	DC_PR	JD	WPL	WPL250709		Palau'ea Beach	2025-07-09	8:36	3	5	11	3	9					WPL250709	27.0	36.0	6.47	98.7	8.12	0.86	0.70	0.67	0.74	0.137				N	0	0	0	no wind, 40% cloud cover, 1 foot swell				
	yes	yes	no	no	133	Makena/Wailea	NMS	DG	DC_PR	JD	MMB	MMB250709		S Maluaka Beach	2025-07-09	8:56	3	5	11	3	9					MMB250709	26.5	35.8	6.54	98.9	8.12	0.85	1.10	0.97	0.97	0.128				N	1	7	0	no wind, darker clouds, very small waves, 4th turb=0.97				
	yes	yes	no	no	133	Makena/Wailea	NMS	DG	DC_PR	JD	MAN	MAN250709		Ahihi North	2025-07-09	9:21	3	5	11	3	9					MAN250709	26.1	36.1	6.53	98.2	8.05	2.87	2.89	3.54	3.10	0.123				N	4	2	0	no wind, overcast, lightly sprinkling, snorkelers walking in next to sampling, 4th NTU= 2.87, 5th NTU=2.89, 6th NTU=3.70				
	yes	yes	no	no	133	Makena/Wailea	NMS	DG	DC_PR	JD	MAS	MAS250709		Ahihi South	2025-07-09	9:40	3	5	11	3	9					MAS250709	26.1	35.9	6.46	96.9	8.06	1.69	1.88	1.60	1.72	0.083				N	3	2	0	light drizzle, light wind, 90% cloud cover				
	yes	yes	no	no	134	Makena/Wailea	NMS	DG	JD	BM	WKB	WKB250730		Keawakapu S	2025-07-30	8:09	4	2	8	4	10					WKB250730	26.4	36.6	6.68	100.5	8.12	0.82	0.93	0.95	0.90	0.078				N	3	30	0	post-tsunami warning, light breeze, 2ft surf, very close shorebreak, light cloud cover, unplugged and took 2nd reading for DO and salinity, 2nd DO temp reading=26.1				
	yes	yes	no	no	134	Makena/Wailea	NMS	DG	JD	BM	WUL	WUL250730		Ulua Beach	2025-07-30	8:40	4	2	8	4	10					WUL250730	26.6	36.6	6.75	102.2	8.13	1.21	1.26	1.20	1.22	0.026				N	0	10	0	no wind, high water line mid beach and debris, 2ft shorebreak, 4th NTU=1.59, 5th NTU=1.20				
	yes	yes	no	no	134	Makena/Wailea	NMS	DG	JD	BM	WPL	WPL250730		Palau'ea Beach	2025-07-30	9:00	4	2	8	4	10					WPL250730	26.8	36.6	6.61	100.3	8.15	1.66	1.41	1.64	1.57	0.088				N	0	14	0	1-2ft shorebreak, no wind, 4th NTU=2.10, 5th NTU=1.66				
	yes	yes	no	no	134	Makena/Wailea	NMS	DG	JD	BM	MMB	MMB250730		S Maluaka Beach	2025-07-30	9:24	4	2	8	4	10					MMB250730	26.9	36.8	6.53	99.5	8.14	1.09	1.03	0.95	1.02	0.069				N	3	8	0	sunny, no wind, close shorebreak, 1-2ft wave				
	yes	yes	no	no	134	Makena/Wailea	NMS	DG	JD	BM	MAN	MAN250730		Ahihi North	2025-07-30	9:44	4	2	8	4	10					MAN250730	26.9	36.8	7.09	108.1	8.16	1.12	1.15	1.44	1.24	0.143				N	0	0	0	sunny, no wind, very calm sea, 4th NTU=1.75, 5th NTU (meter bumped) = 1.54, 6th NTU=1.15, 7th NTU=1.44				
	yes	yes	no	no	134	Makena/Wailea	NMS	DG	JD	BM	MAS	MAS250730		Ahihi South	2025-07-30	10:03	4	2	8	4	10					MAS250730	27.4	36.6	6.79	104.1	8.15	3.60	2.29	2.72	2.87	0.233				N	1	6	0	no wind, turbulent water near shore, swirling water, very sunny and hot, 4th NTU=2.00, 5th NTU=1.62, 6th NTU=2.72				
